GrindingID,G_DatumTijdStart,G_DatumTijdEind,G_Machine,Capaciteit
2944,2025-04-12 18:59:53.823009,2025-04-12 20:40:53.823009,Grinder A,514.4
2945,2025-04-12 18:59:53.224951,2025-04-12 20:41:53.224951,Grinder A,333.96
2946,2025-04-12 18:59:53.027735,2025-04-12 21:42:53.027735,Grinder B,648.93
2947,2025-04-12 18:59:53.278080,2025-04-12 20:35:53.278080,Grinder B,518.18
2948,2025-04-12 18:59:53.119209,2025-04-12 21:33:53.119209,Grinder B,319.69
2949,2025-04-12 18:59:53.103045,2025-04-12 21:21:53.103045,Grinder A,695.3
2950,2025-04-12 18:59:53.942974,2025-04-12 19:37:53.942974,Grinder C,626.23
2951,2025-04-12 18:59:53.054627,2025-04-12 20:45:53.054627,Grinder A,787.85
2952,2025-04-12 18:59:53.102728,2025-04-12 21:26:53.102728,Grinder A,606.93
2953,2025-04-12 18:59:53.896296,2025-04-12 20:26:53.896296,Grinder A,358.01
2954,2025-04-12 18:59:53.673965,2025-04-12 20:02:53.673965,Grinder B,769.0
2955,2025-04-12 18:59:53.803916,2025-04-12 20:21:53.803916,Grinder C,590.85
2956,2025-04-12 18:59:53.390356,2025-04-12 21:25:53.390356,Grinder A,724.61
2957,2025-04-12 18:59:53.520225,2025-04-12 21:57:53.520225,Grinder B,666.57
2958,2025-04-12 18:59:53.323053,2025-04-12 21:04:53.323053,Grinder B,734.09
2959,2025-04-12 18:59:53.169059,2025-04-12 19:58:53.169059,Grinder C,482.62
2960,2025-04-12 18:59:53.590680,2025-04-12 19:45:53.590680,Grinder B,700.08
2961,2025-04-12 18:59:53.399134,2025-04-12 21:07:53.399134,Grinder C,759.09
2962,2025-04-12 18:59:53.015269,2025-04-12 20:25:53.015269,Grinder A,342.64
2963,2025-04-12 18:59:53.277840,2025-04-12 21:21:53.277840,Grinder B,482.66
2964,2025-04-12 18:59:53.872432,2025-04-12 19:57:53.872432,Grinder C,671.53
2965,2025-04-12 18:59:53.564695,2025-04-12 21:45:53.564695,Grinder C,310.81
2966,2025-04-12 18:59:53.601659,2025-04-12 21:27:53.601659,Grinder C,625.83
2967,2025-04-12 18:59:53.625372,2025-04-12 20:55:53.625372,Grinder A,447.4
2968,2025-04-12 18:59:53.963550,2025-04-12 20:54:53.963550,Grinder B,778.91
2969,2025-04-12 18:59:53.752929,2025-04-12 20:41:53.752929,Grinder B,480.69
2970,2025-04-12 18:59:53.202479,2025-04-12 20:43:53.202479,Grinder B,790.01
2971,2025-04-12 18:59:53.387251,2025-04-12 20:11:53.387251,Grinder A,798.12
2972,2025-04-12 18:59:53.540315,2025-04-12 21:06:53.540315,Grinder A,715.3
2973,2025-04-12 18:59:53.842629,2025-04-12 21:06:53.842629,Grinder B,630.85
2974,2025-04-12 18:59:53.369678,2025-04-12 21:24:53.369678,Grinder C,550.32
2975,2025-04-12 18:59:53.029701,2025-04-12 20:14:53.029701,Grinder A,387.41
2976,2025-04-12 18:59:53.207714,2025-04-12 20:33:53.207714,Grinder A,625.12
2977,2025-04-12 18:59:53.939193,2025-04-12 21:43:53.939193,Grinder A,525.03
2978,2025-04-12 18:59:53.677532,2025-04-12 21:00:53.677532,Grinder C,749.73
2979,2025-04-12 18:59:53.722975,2025-04-12 20:22:53.722975,Grinder A,423.27
2980,2025-04-12 18:59:53.576648,2025-04-12 21:18:53.576648,Grinder C,684.94
2981,2025-04-12 18:59:53.260394,2025-04-12 21:26:53.260394,Grinder B,786.61
2982,2025-04-12 18:59:53.123777,2025-04-12 21:24:53.123777,Grinder B,744.0
2983,2025-04-12 18:59:53.557955,2025-04-12 20:31:53.557955,Grinder C,774.09
2984,2025-04-12 18:59:53.215157,2025-04-12 19:32:53.215157,Grinder B,478.83
2985,2025-04-12 18:59:53.509123,2025-04-12 20:52:53.509123,Grinder A,446.94
2986,2025-04-12 18:59:53.655795,2025-04-12 21:36:53.655795,Grinder C,469.16
2987,2025-04-12 18:59:53.170528,2025-04-12 20:28:53.170528,Grinder A,708.83
2988,2025-04-12 18:59:53.892298,2025-04-12 20:11:53.892298,Grinder B,757.76
2989,2025-04-12 18:59:53.052905,2025-04-12 19:50:53.052905,Grinder B,554.13
2990,2025-04-12 18:59:53.193193,2025-04-12 21:21:53.193193,Grinder C,467.54
2991,2025-04-12 18:59:53.406695,2025-04-12 21:01:53.406695,Grinder C,348.61
2992,2025-04-12 18:59:53.212664,2025-04-12 19:31:53.212664,Grinder C,558.04
2993,2025-04-12 18:59:53.671168,2025-04-12 21:43:53.671168,Grinder B,475.48
2994,2025-04-12 18:59:53.940284,2025-04-12 21:18:53.940284,Grinder C,338.89
2995,2025-04-12 18:59:53.335919,2025-04-12 19:35:53.335919,Grinder B,519.27
2996,2025-04-12 18:59:53.325826,2025-04-12 20:54:53.325826,Grinder A,407.52
2997,2025-04-12 18:59:53.663789,2025-04-12 21:04:53.663789,Grinder A,726.81
2998,2025-04-12 18:59:53.876405,2025-04-12 20:04:53.876405,Grinder C,439.48
2999,2025-04-12 18:59:53.064670,2025-04-12 19:46:53.064670,Grinder B,413.34
3000,2025-04-12 18:59:53.483568,2025-04-12 20:58:53.483568,Grinder B,503.32
3001,2025-04-12 18:59:53.570782,2025-04-12 19:38:53.570782,Grinder A,657.14
3002,2025-04-12 18:59:53.769682,2025-04-12 19:50:53.769682,Grinder C,381.19
3003,2025-04-12 18:59:53.869893,2025-04-12 21:41:53.869893,Grinder B,540.39
3004,2025-04-12 18:59:53.066838,2025-04-12 21:59:53.066838,Grinder B,491.13
3005,2025-04-12 18:59:53.934201,2025-04-12 21:46:53.934201,Grinder C,516.85
3006,2025-04-12 18:59:53.653272,2025-04-12 20:29:53.653272,Grinder B,309.36
3007,2025-04-12 18:59:53.857327,2025-04-12 21:06:53.857327,Grinder A,467.2
3008,2025-04-12 18:59:53.909282,2025-04-12 20:40:53.909282,Grinder C,628.82
3009,2025-04-12 18:59:53.325705,2025-04-12 21:06:53.325705,Grinder C,598.42
3010,2025-04-12 18:59:53.466541,2025-04-12 21:26:53.466541,Grinder B,760.94
3011,2025-04-12 18:59:53.703384,2025-04-12 21:46:53.703384,Grinder A,678.97
3012,2025-04-12 18:59:53.173710,2025-04-12 21:27:53.173710,Grinder A,347.03
3013,2025-04-12 18:59:53.123997,2025-04-12 19:51:53.123997,Grinder B,700.62
3014,2025-04-12 18:59:53.013568,2025-04-12 21:00:53.013568,Grinder A,794.35
3015,2025-04-12 18:59:53.389812,2025-04-12 21:09:53.389812,Grinder A,625.13
3016,2025-04-12 18:59:53.641611,2025-04-12 19:50:53.641611,Grinder B,526.58
3017,2025-04-12 18:59:53.362538,2025-04-12 20:17:53.362538,Grinder C,525.32
3018,2025-04-12 18:59:53.056877,2025-04-12 21:40:53.056877,Grinder C,688.81
3019,2025-04-12 18:59:53.980945,2025-04-12 21:06:53.980945,Grinder A,476.8
3020,2025-04-12 18:59:53.613689,2025-04-12 21:48:53.613689,Grinder A,788.51
3021,2025-04-12 18:59:53.402550,2025-04-12 21:53:53.402550,Grinder A,518.97
3022,2025-04-12 18:59:53.844838,2025-04-12 21:33:53.844838,Grinder B,639.92
3023,2025-04-12 18:59:53.128995,2025-04-12 21:56:53.128995,Grinder B,538.08
3024,2025-04-12 18:59:53.068011,2025-04-12 19:37:53.068011,Grinder C,666.37
3025,2025-04-12 18:59:53.191355,2025-04-12 21:09:53.191355,Grinder B,768.73
3026,2025-04-12 18:59:53.672559,2025-04-12 19:44:53.672559,Grinder A,711.15
3027,2025-04-12 18:59:53.727216,2025-04-12 20:40:53.727216,Grinder B,706.59
3028,2025-04-12 18:59:53.501640,2025-04-12 19:38:53.501640,Grinder B,452.18
3029,2025-04-12 18:59:53.476890,2025-04-12 19:56:53.476890,Grinder B,413.9
3030,2025-04-12 18:59:53.575612,2025-04-12 21:07:53.575612,Grinder C,735.56
3031,2025-04-12 18:59:53.908906,2025-04-12 21:38:53.908906,Grinder B,391.52
3032,2025-04-12 18:59:53.667368,2025-04-12 21:43:53.667368,Grinder A,604.99
3033,2025-04-12 18:59:53.660978,2025-04-12 19:34:53.660978,Grinder C,465.52
3034,2025-04-12 18:59:53.331058,2025-04-12 21:56:53.331058,Grinder C,751.93
3035,2025-04-12 18:59:53.217669,2025-04-12 20:28:53.217669,Grinder C,644.52
3036,2025-04-12 18:59:53.656642,2025-04-12 21:23:53.656642,Grinder C,560.89
3037,2025-04-12 18:59:53.904789,2025-04-12 21:49:53.904789,Grinder B,457.7
3038,2025-04-12 18:59:53.191264,2025-04-12 21:10:53.191264,Grinder C,456.42
3039,2025-04-12 18:59:53.145758,2025-04-12 20:15:53.145758,Grinder A,771.92
3040,2025-04-12 18:59:53.752920,2025-04-12 21:58:53.752920,Grinder A,383.97
3041,2025-04-12 18:59:53.197348,2025-04-12 21:58:53.197348,Grinder B,764.59
3042,2025-04-12 18:59:53.819642,2025-04-12 21:19:53.819642,Grinder C,513.29
3043,2025-04-12 18:59:53.479598,2025-04-12 21:56:53.479598,Grinder A,797.86
3044,2025-04-12 18:59:53.200957,2025-04-12 21:33:53.200957,Grinder A,643.23
3045,2025-04-12 18:59:53.949206,2025-04-12 19:42:53.949206,Grinder C,567.11
3046,2025-04-12 18:59:53.207545,2025-04-12 21:31:53.207545,Grinder B,596.71
3047,2025-04-12 18:59:53.359690,2025-04-12 21:25:53.359690,Grinder B,607.48
3048,2025-04-12 18:59:53.320997,2025-04-12 21:19:53.320997,Grinder A,576.45
3049,2025-04-12 18:59:53.384376,2025-04-12 19:54:53.384376,Grinder C,708.88
3050,2025-04-12 18:59:53.720236,2025-04-12 21:16:53.720236,Grinder B,346.26
3051,2025-04-12 18:59:53.061692,2025-04-12 21:50:53.061692,Grinder B,622.25
3052,2025-04-12 18:59:53.396402,2025-04-12 21:48:53.396402,Grinder B,355.03
3053,2025-04-12 18:59:53.675331,2025-04-12 21:46:53.675331,Grinder C,448.07
3054,2025-04-12 18:59:53.733261,2025-04-12 21:10:53.733261,Grinder C,672.77
3055,2025-04-12 18:59:53.417939,2025-04-12 21:06:53.417939,Grinder C,326.98
3056,2025-04-12 18:59:53.259617,2025-04-12 20:12:53.259617,Grinder A,726.97
3057,2025-04-12 18:59:53.502147,2025-04-12 19:56:53.502147,Grinder A,629.96
3058,2025-04-12 18:59:53.992624,2025-04-12 21:10:53.992624,Grinder A,767.94
3059,2025-04-12 18:59:53.478307,2025-04-12 20:20:53.478307,Grinder C,650.37
3060,2025-04-12 18:59:53.004654,2025-04-12 21:48:53.004654,Grinder C,390.21
3061,2025-04-12 18:59:53.767414,2025-04-12 20:48:53.767414,Grinder A,463.68
3062,2025-04-12 18:59:53.912256,2025-04-12 21:10:53.912256,Grinder C,540.09
3063,2025-04-12 18:59:53.425914,2025-04-12 21:27:53.425914,Grinder B,342.59
3064,2025-04-12 18:59:53.275244,2025-04-12 21:18:53.275244,Grinder A,655.07
3065,2025-04-12 18:59:53.548552,2025-04-12 21:26:53.548552,Grinder A,667.51
3066,2025-04-12 18:59:53.919894,2025-04-12 20:37:53.919894,Grinder A,646.47
3067,2025-04-12 18:59:53.142262,2025-04-12 21:16:53.142262,Grinder A,582.59
3068,2025-04-12 18:59:53.738089,2025-04-12 20:23:53.738089,Grinder B,768.82
3069,2025-04-12 18:59:53.554944,2025-04-12 20:23:53.554944,Grinder C,468.22
3070,2025-04-12 18:59:53.526675,2025-04-12 19:36:53.526675,Grinder A,427.5
3071,2025-04-12 18:59:53.409362,2025-04-12 20:36:53.409362,Grinder B,503.7
3072,2025-04-12 18:59:53.987002,2025-04-12 21:30:53.987002,Grinder B,382.26
3073,2025-04-12 18:59:53.752388,2025-04-12 20:58:53.752388,Grinder B,324.2
3074,2025-04-12 18:59:53.647339,2025-04-12 19:49:53.647339,Grinder C,588.42
3075,2025-04-12 18:59:53.208649,2025-04-12 20:07:53.208649,Grinder C,677.28
3076,2025-04-12 18:59:53.121093,2025-04-12 21:08:53.121093,Grinder B,455.08
3077,2025-04-12 18:59:53.611254,2025-04-12 20:29:53.611254,Grinder C,360.45
3078,2025-04-12 18:59:53.417426,2025-04-12 20:36:53.417426,Grinder A,649.25
3079,2025-04-12 18:59:53.290282,2025-04-12 20:55:53.290282,Grinder C,603.76
3080,2025-04-12 18:59:53.115726,2025-04-12 21:42:53.115726,Grinder C,333.31
3081,2025-04-12 18:59:53.892825,2025-04-12 21:22:53.892825,Grinder B,761.72
3082,2025-04-12 18:59:53.102067,2025-04-12 19:41:53.102067,Grinder A,658.46
3083,2025-04-12 18:59:53.347295,2025-04-12 19:54:53.347295,Grinder C,498.56
3084,2025-04-12 18:59:53.279282,2025-04-12 21:39:53.279282,Grinder B,598.63
3085,2025-04-12 18:59:53.572590,2025-04-12 20:09:53.572590,Grinder A,411.89
3086,2025-04-12 18:59:53.232191,2025-04-12 20:40:53.232191,Grinder B,593.94
3087,2025-04-12 18:59:53.173379,2025-04-12 21:11:53.173379,Grinder B,364.21
3088,2025-04-12 18:59:53.738726,2025-04-12 21:33:53.738726,Grinder A,338.49
3089,2025-04-12 18:59:53.862399,2025-04-12 21:51:53.862399,Grinder C,430.2
3090,2025-04-12 18:59:53.740047,2025-04-12 19:31:53.740047,Grinder A,772.39
3091,2025-04-12 18:59:53.440789,2025-04-12 21:08:53.440789,Grinder A,414.79
3092,2025-04-12 18:59:53.339104,2025-04-12 21:42:53.339104,Grinder C,491.28
3093,2025-04-12 18:59:53.299242,2025-04-12 21:49:53.299242,Grinder A,736.15
3094,2025-04-12 18:59:53.871631,2025-04-12 20:31:53.871631,Grinder C,518.01
3095,2025-04-12 18:59:53.085722,2025-04-12 20:52:53.085722,Grinder B,627.24
3096,2025-04-12 18:59:53.567946,2025-04-12 19:53:53.567946,Grinder B,431.92
3097,2025-04-12 18:59:53.054321,2025-04-12 20:26:53.054321,Grinder C,732.95
3098,2025-04-12 18:59:53.525990,2025-04-12 20:11:53.525990,Grinder B,574.19
3099,2025-04-12 18:59:53.391269,2025-04-12 19:41:53.391269,Grinder C,570.35
3100,2025-04-12 18:59:53.638978,2025-04-12 19:58:53.638978,Grinder B,323.09
3101,2025-04-12 18:59:53.147387,2025-04-12 20:26:53.147387,Grinder B,450.85
3102,2025-04-12 18:59:53.681820,2025-04-12 20:08:53.681820,Grinder A,669.1
3103,2025-04-12 18:59:53.779956,2025-04-12 20:43:53.779956,Grinder A,343.27
3104,2025-04-12 18:59:53.335109,2025-04-12 19:55:53.335109,Grinder B,634.49
3105,2025-04-12 18:59:53.880068,2025-04-12 21:37:53.880068,Grinder B,754.74
3106,2025-04-12 18:59:53.278108,2025-04-12 20:53:53.278108,Grinder B,641.79
3107,2025-04-12 18:59:53.006458,2025-04-12 19:49:53.006458,Grinder C,617.4
3108,2025-04-12 18:59:53.531994,2025-04-12 19:56:53.531994,Grinder B,354.72
3109,2025-04-12 18:59:53.246635,2025-04-12 21:04:53.246635,Grinder C,531.91
3110,2025-04-12 18:59:53.390833,2025-04-12 21:21:53.390833,Grinder A,494.18
3111,2025-04-12 18:59:53.444508,2025-04-12 20:04:53.444508,Grinder B,535.56
3112,2025-04-12 18:59:53.516706,2025-04-12 21:46:53.516706,Grinder C,682.45
3113,2025-04-12 18:59:53.768100,2025-04-12 21:31:53.768100,Grinder C,520.35
3114,2025-04-12 18:59:53.161016,2025-04-12 19:34:53.161016,Grinder A,351.74
3115,2025-04-12 18:59:53.639183,2025-04-12 19:56:53.639183,Grinder B,600.95
3116,2025-04-12 18:59:53.274765,2025-04-12 21:19:53.274765,Grinder B,701.81
3117,2025-04-12 18:59:53.380839,2025-04-12 20:30:53.380839,Grinder C,409.63
3118,2025-04-12 18:59:53.546566,2025-04-12 20:36:53.546566,Grinder A,773.43
3119,2025-04-12 18:59:53.662087,2025-04-12 19:38:53.662087,Grinder B,441.63
3120,2025-04-12 18:59:53.428042,2025-04-12 21:53:53.428042,Grinder A,386.38
3121,2025-04-12 18:59:53.691223,2025-04-12 20:30:53.691223,Grinder C,748.97
3122,2025-04-12 18:59:53.106114,2025-04-12 20:12:53.106114,Grinder C,455.0
3123,2025-04-12 18:59:53.125750,2025-04-12 21:53:53.125750,Grinder C,343.8
3124,2025-04-12 18:59:53.454540,2025-04-12 20:48:53.454540,Grinder A,423.58
3125,2025-04-12 18:59:53.495344,2025-04-12 20:25:53.495344,Grinder B,533.18
3126,2025-04-12 18:59:53.528846,2025-04-12 21:50:53.528846,Grinder B,461.17
3127,2025-04-12 18:59:53.610381,2025-04-12 19:57:53.610381,Grinder A,668.24
3128,2025-04-12 18:59:53.669906,2025-04-12 20:42:53.669906,Grinder A,664.08
3129,2025-04-12 18:59:53.072418,2025-04-12 19:41:53.072418,Grinder B,624.16
3130,2025-04-12 18:59:53.976021,2025-04-12 20:50:53.976021,Grinder B,714.17
3131,2025-04-12 18:59:53.962688,2025-04-12 20:06:53.962688,Grinder A,533.39
3132,2025-04-12 18:59:53.020514,2025-04-12 19:55:53.020514,Grinder B,599.87
3133,2025-04-12 18:59:53.381409,2025-04-12 21:20:53.381409,Grinder B,305.81
3134,2025-04-12 18:59:53.929787,2025-04-12 19:48:53.929787,Grinder A,431.7
3135,2025-04-12 18:59:53.408416,2025-04-12 21:59:53.408416,Grinder A,349.74
3136,2025-04-12 18:59:53.711159,2025-04-12 19:47:53.711159,Grinder C,463.04
3137,2025-04-12 18:59:53.891422,2025-04-12 21:19:53.891422,Grinder C,651.78
3138,2025-04-12 18:59:53.099730,2025-04-12 19:44:53.099730,Grinder A,462.98
3139,2025-04-12 18:59:53.980232,2025-04-12 21:11:53.980232,Grinder B,663.13
3140,2025-04-12 18:59:53.315351,2025-04-12 20:00:53.315351,Grinder A,320.16
3141,2025-04-12 18:59:53.670833,2025-04-12 21:05:53.670833,Grinder A,401.57
3142,2025-04-12 18:59:53.439857,2025-04-12 20:19:53.439857,Grinder A,577.15
3143,2025-04-12 18:59:53.469140,2025-04-12 21:10:53.469140,Grinder B,367.12
3144,2025-04-12 18:59:53.202604,2025-04-12 21:59:53.202604,Grinder A,721.26
3145,2025-04-12 18:59:53.493297,2025-04-12 21:23:53.493297,Grinder A,796.24
3146,2025-04-12 18:59:53.520258,2025-04-12 20:05:53.520258,Grinder A,720.09
3147,2025-04-12 18:59:53.106379,2025-04-12 20:32:53.106379,Grinder B,591.9
3148,2025-04-12 18:59:53.476107,2025-04-12 21:57:53.476107,Grinder A,493.22
3149,2025-04-12 18:59:53.622497,2025-04-12 20:47:53.622497,Grinder C,438.32
3150,2025-04-12 18:59:53.206753,2025-04-12 19:43:53.206753,Grinder A,652.77
3151,2025-04-12 18:59:53.368333,2025-04-12 21:09:53.368333,Grinder B,594.94
3152,2025-04-12 18:59:53.507739,2025-04-12 21:02:53.507739,Grinder B,337.73
3153,2025-04-12 18:59:53.454120,2025-04-12 20:19:53.454120,Grinder A,430.92
3154,2025-04-12 18:59:53.139254,2025-04-12 20:17:53.139254,Grinder A,753.71
3155,2025-04-12 18:59:53.986061,2025-04-12 20:16:53.986061,Grinder A,436.96
3156,2025-04-12 18:59:53.204749,2025-04-12 20:36:53.204749,Grinder A,632.84
3157,2025-04-12 18:59:53.776623,2025-04-12 19:41:53.776623,Grinder C,347.31
3158,2025-04-12 18:59:53.578341,2025-04-12 21:45:53.578341,Grinder A,445.06
3159,2025-04-12 18:59:53.671242,2025-04-12 21:13:53.671242,Grinder A,515.26
3160,2025-04-12 18:59:53.501429,2025-04-12 21:29:53.501429,Grinder C,617.49
3161,2025-04-12 18:59:53.656037,2025-04-12 19:33:53.656037,Grinder A,402.75
3162,2025-04-12 18:59:53.505491,2025-04-12 20:19:53.505491,Grinder B,654.34
3163,2025-04-12 18:59:53.684502,2025-04-12 20:44:53.684502,Grinder A,769.26
3164,2025-04-12 18:59:53.209095,2025-04-12 21:56:53.209095,Grinder C,640.28
3165,2025-04-12 18:59:53.842040,2025-04-12 21:11:53.842040,Grinder B,511.58
3166,2025-04-12 18:59:53.995801,2025-04-12 20:46:53.995801,Grinder B,418.09
3167,2025-04-12 18:59:53.043392,2025-04-12 20:41:53.043392,Grinder A,436.27
3168,2025-04-12 18:59:53.278359,2025-04-12 20:28:53.278359,Grinder A,423.63
3169,2025-04-12 18:59:53.399533,2025-04-12 20:58:53.399533,Grinder A,574.04
3170,2025-04-12 18:59:53.130196,2025-04-12 21:53:53.130196,Grinder C,704.7
3171,2025-04-12 18:59:53.236568,2025-04-12 21:09:53.236568,Grinder C,463.88
3172,2025-04-12 18:59:53.999007,2025-04-12 21:28:53.999007,Grinder C,624.95
3173,2025-04-12 18:59:53.939122,2025-04-12 21:25:53.939122,Grinder A,320.98
3174,2025-04-12 18:59:53.583565,2025-04-12 19:56:53.583565,Grinder B,704.06
3175,2025-04-12 18:59:53.667436,2025-04-12 20:11:53.667436,Grinder A,323.2
3176,2025-04-12 18:59:53.478896,2025-04-12 21:20:53.478896,Grinder B,593.82
3177,2025-04-12 18:59:53.509809,2025-04-12 21:35:53.509809,Grinder C,543.91
3178,2025-04-12 18:59:53.149257,2025-04-12 19:53:53.149257,Grinder C,422.23
3179,2025-04-12 18:59:53.867241,2025-04-12 20:49:53.867241,Grinder B,652.12
3180,2025-04-12 18:59:53.809126,2025-04-12 21:11:53.809126,Grinder A,532.29
3181,2025-04-12 18:59:53.748230,2025-04-12 19:47:53.748230,Grinder B,692.36
3182,2025-04-12 18:59:53.212793,2025-04-12 20:18:53.212793,Grinder B,759.37
3183,2025-04-12 18:59:53.516614,2025-04-12 20:37:53.516614,Grinder A,440.15
3184,2025-04-12 18:59:53.244902,2025-04-12 19:34:53.244902,Grinder B,507.62
3185,2025-04-12 18:59:53.164195,2025-04-12 21:32:53.164195,Grinder B,527.89
3186,2025-04-12 18:59:53.173086,2025-04-12 21:48:53.173086,Grinder A,633.09
3187,2025-04-12 18:59:53.019658,2025-04-12 19:32:53.019658,Grinder A,565.06
3188,2025-04-12 18:59:53.058049,2025-04-12 21:37:53.058049,Grinder A,735.15
3189,2025-04-12 18:59:53.400047,2025-04-12 21:28:53.400047,Grinder B,476.17
3190,2025-04-12 18:59:53.043781,2025-04-12 21:49:53.043781,Grinder A,528.0
3191,2025-04-12 18:59:53.415052,2025-04-12 21:39:53.415052,Grinder A,520.61
3192,2025-04-12 18:59:53.261118,2025-04-12 21:32:53.261118,Grinder B,692.97
3193,2025-04-12 18:59:53.553352,2025-04-12 21:44:53.553352,Grinder B,473.35
3194,2025-04-12 18:59:53.717704,2025-04-12 19:53:53.717704,Grinder B,418.87
3195,2025-04-12 18:59:53.627792,2025-04-12 21:40:53.627792,Grinder A,447.25
3196,2025-04-12 18:59:53.153222,2025-04-12 21:01:53.153222,Grinder C,522.31
3197,2025-04-12 18:59:53.504819,2025-04-12 20:17:53.504819,Grinder C,414.99
3198,2025-04-12 18:59:53.955276,2025-04-12 20:33:53.955276,Grinder A,432.43
3199,2025-04-12 18:59:53.153415,2025-04-12 19:44:53.153415,Grinder C,738.59
3200,2025-04-12 18:59:53.918992,2025-04-12 21:05:53.918992,Grinder B,687.92
3201,2025-04-12 18:59:53.257844,2025-04-12 20:16:53.257844,Grinder C,722.23
3202,2025-04-12 18:59:53.329933,2025-04-12 21:52:53.329933,Grinder C,478.85
3203,2025-04-12 18:59:53.930849,2025-04-12 19:30:53.930849,Grinder A,670.72
3204,2025-04-12 18:59:53.746312,2025-04-12 20:41:53.746312,Grinder C,306.16
3205,2025-04-12 18:59:53.633063,2025-04-12 20:55:53.633063,Grinder A,469.49
3206,2025-04-12 18:59:53.005952,2025-04-12 21:51:53.005952,Grinder A,300.99
3207,2025-04-12 18:59:53.838961,2025-04-12 21:21:53.838961,Grinder A,692.0
3208,2025-04-12 18:59:53.789427,2025-04-12 19:45:53.789427,Grinder C,704.02
3209,2025-04-12 18:59:53.136224,2025-04-12 21:49:53.136224,Grinder C,614.46
3210,2025-04-12 18:59:53.876582,2025-04-12 20:09:53.876582,Grinder A,505.38
3211,2025-04-12 18:59:53.265441,2025-04-12 21:46:53.265441,Grinder C,730.4
3212,2025-04-12 18:59:53.359476,2025-04-12 20:39:53.359476,Grinder C,545.06
3213,2025-04-12 18:59:53.715406,2025-04-12 20:14:53.715406,Grinder B,506.36
3214,2025-04-12 18:59:53.151705,2025-04-12 20:14:53.151705,Grinder A,347.13
3215,2025-04-12 18:59:53.936788,2025-04-12 19:52:53.936788,Grinder B,681.34
3216,2025-04-12 18:59:53.298368,2025-04-12 19:37:53.298368,Grinder C,751.71
3217,2025-04-12 18:59:53.558589,2025-04-12 21:39:53.558589,Grinder C,565.73
3218,2025-04-12 18:59:53.133910,2025-04-12 21:02:53.133910,Grinder C,450.68
3219,2025-04-12 18:59:53.239104,2025-04-12 20:48:53.239104,Grinder C,315.55
3220,2025-04-12 18:59:53.120350,2025-04-12 21:09:53.120350,Grinder C,681.99
3221,2025-04-12 18:59:53.278889,2025-04-12 21:05:53.278889,Grinder B,413.04
3222,2025-04-12 18:59:53.256010,2025-04-12 21:07:53.256010,Grinder A,397.25
3223,2025-04-12 18:59:53.774743,2025-04-12 21:28:53.774743,Grinder C,741.48
3224,2025-04-12 18:59:53.158873,2025-04-12 19:53:53.158873,Grinder A,747.41
3225,2025-04-12 18:59:53.147498,2025-04-12 19:49:53.147498,Grinder B,603.2
3226,2025-04-12 18:59:53.735423,2025-04-12 21:38:53.735423,Grinder C,528.29
3227,2025-04-12 18:59:53.049504,2025-04-12 19:47:53.049504,Grinder C,416.5
3228,2025-04-12 18:59:53.895738,2025-04-12 20:30:53.895738,Grinder B,415.36
3229,2025-04-12 18:59:53.616459,2025-04-12 20:00:53.616459,Grinder A,721.11
3230,2025-04-12 18:59:53.275277,2025-04-12 21:20:53.275277,Grinder A,635.8
3231,2025-04-12 18:59:53.180868,2025-04-12 19:36:53.180868,Grinder B,754.82
3232,2025-04-12 18:59:53.888046,2025-04-12 19:32:53.888046,Grinder C,748.27
3233,2025-04-12 18:59:53.725888,2025-04-12 21:46:53.725888,Grinder A,742.17
3234,2025-04-12 18:59:53.276484,2025-04-12 19:32:53.276484,Grinder C,357.49
3235,2025-04-12 18:59:53.565482,2025-04-12 21:11:53.565482,Grinder A,738.08
3236,2025-04-12 18:59:53.510859,2025-04-12 19:29:53.510859,Grinder A,417.02
3237,2025-04-12 18:59:53.544798,2025-04-12 19:50:53.544798,Grinder C,735.67
3238,2025-04-12 18:59:53.166759,2025-04-12 21:48:53.166759,Grinder B,520.0
3239,2025-04-12 18:59:53.206468,2025-04-12 19:39:53.206468,Grinder A,781.63
3240,2025-04-12 18:59:53.457364,2025-04-12 21:46:53.457364,Grinder C,333.11
3241,2025-04-12 18:59:53.266737,2025-04-12 21:17:53.266737,Grinder C,792.08
3242,2025-04-12 18:59:53.314463,2025-04-12 19:47:53.314463,Grinder B,408.29
3243,2025-04-12 18:59:53.455312,2025-04-12 19:50:53.455312,Grinder A,505.81
3244,2025-04-12 18:59:53.574958,2025-04-12 19:38:53.574958,Grinder C,674.71
3245,2025-04-12 18:59:53.339646,2025-04-12 19:34:53.339646,Grinder A,554.91
3246,2025-04-12 18:59:53.308692,2025-04-12 21:39:53.308692,Grinder A,476.57
3247,2025-04-12 18:59:53.976381,2025-04-12 20:08:53.976381,Grinder A,393.91
3248,2025-04-12 18:59:53.964102,2025-04-12 21:18:53.964102,Grinder A,433.48
3249,2025-04-12 18:59:53.128514,2025-04-12 20:48:53.128514,Grinder A,352.77
3250,2025-04-12 18:59:53.996692,2025-04-12 19:43:53.996692,Grinder C,510.2
3251,2025-04-12 18:59:53.505710,2025-04-12 19:54:53.505710,Grinder C,432.69
3252,2025-04-12 18:59:53.303554,2025-04-12 21:52:53.303554,Grinder C,493.47
3253,2025-04-12 18:59:53.671039,2025-04-12 19:47:53.671039,Grinder A,584.53
