PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksInDoos,Capaciteit
2370,2025-04-12 18:59:53.480093,2025-04-12 21:01:53.480093,Packer A,10,701.16
2371,2025-04-12 18:59:53.864365,2025-04-12 21:33:53.864365,Packer B,12,423.13
2372,2025-04-12 18:59:53.592425,2025-04-12 21:03:53.592425,Packer C,12,620.16
2373,2025-04-12 18:59:53.180273,2025-04-12 21:03:53.180273,Packer A,12,752.92
2374,2025-04-12 18:59:53.005399,2025-04-12 21:51:53.005399,Packer B,10,552.18
2375,2025-04-12 18:59:53.844213,2025-04-12 20:18:53.844213,Packer A,20,375.51
2376,2025-04-12 18:59:53.956437,2025-04-12 21:07:53.956437,Packer C,20,616.51
2377,2025-04-12 18:59:53.038684,2025-04-12 20:25:53.038684,Packer A,10,463.43
2378,2025-04-12 18:59:53.018046,2025-04-12 20:07:53.018046,Packer A,12,627.39
2379,2025-04-12 18:59:53.851114,2025-04-12 19:44:53.851114,Packer C,20,459.85
2380,2025-04-12 18:59:53.889393,2025-04-12 21:08:53.889393,Packer A,10,570.14
2381,2025-04-12 18:59:53.734444,2025-04-12 21:49:53.734444,Packer A,10,519.6
2382,2025-04-12 18:59:53.308476,2025-04-12 21:21:53.308476,Packer C,12,774.21
2383,2025-04-12 18:59:53.086451,2025-04-12 21:16:53.086451,Packer B,12,578.28
2384,2025-04-12 18:59:53.422405,2025-04-12 20:01:53.422405,Packer C,12,640.3
2385,2025-04-12 18:59:53.930641,2025-04-12 20:32:53.930641,Packer C,12,434.61
2386,2025-04-12 18:59:53.952617,2025-04-12 20:52:53.952617,Packer C,12,699.29
2387,2025-04-12 18:59:53.636648,2025-04-12 21:41:53.636648,Packer A,20,480.22
2388,2025-04-12 18:59:53.711610,2025-04-12 21:16:53.711610,Packer A,20,409.43
2389,2025-04-12 18:59:53.117962,2025-04-12 20:58:53.117962,Packer A,20,368.53
2390,2025-04-12 18:59:53.159257,2025-04-12 21:15:53.159257,Packer A,20,612.86
2391,2025-04-12 18:59:53.134381,2025-04-12 21:01:53.134381,Packer A,20,681.03
2392,2025-04-12 18:59:53.326694,2025-04-12 20:03:53.326694,Packer C,20,600.54
2393,2025-04-12 18:59:53.403628,2025-04-12 20:54:53.403628,Packer C,10,584.35
2394,2025-04-12 18:59:53.781491,2025-04-12 20:57:53.781491,Packer B,10,549.46
2395,2025-04-12 18:59:53.457982,2025-04-12 19:59:53.457982,Packer A,12,642.68
2396,2025-04-12 18:59:53.807438,2025-04-12 21:30:53.807438,Packer A,20,409.51
2397,2025-04-12 18:59:53.720925,2025-04-12 19:29:53.720925,Packer A,20,394.43
2398,2025-04-12 18:59:53.237036,2025-04-12 20:19:53.237036,Packer A,12,666.66
2399,2025-04-12 18:59:53.939994,2025-04-12 19:56:53.939994,Packer B,12,462.55
2400,2025-04-12 18:59:53.666916,2025-04-12 21:34:53.666916,Packer C,10,743.75
2401,2025-04-12 18:59:53.840241,2025-04-12 21:38:53.840241,Packer B,12,343.04
2402,2025-04-12 18:59:53.710382,2025-04-12 20:40:53.710382,Packer C,20,646.69
2403,2025-04-12 18:59:53.282328,2025-04-12 20:58:53.282328,Packer B,12,481.74
2404,2025-04-12 18:59:53.798902,2025-04-12 20:55:53.798902,Packer A,10,601.04
2405,2025-04-12 18:59:53.271409,2025-04-12 20:37:53.271409,Packer A,20,662.97
2406,2025-04-12 18:59:53.845399,2025-04-12 21:06:53.845399,Packer A,10,428.17
2407,2025-04-12 18:59:53.109252,2025-04-12 21:29:53.109252,Packer C,10,496.7
2408,2025-04-12 18:59:53.034748,2025-04-12 21:15:53.034748,Packer C,10,789.69
2409,2025-04-12 18:59:53.957834,2025-04-12 21:46:53.957834,Packer B,20,781.64
2410,2025-04-12 18:59:53.619590,2025-04-12 21:48:53.619590,Packer A,12,640.37
2411,2025-04-12 18:59:53.251949,2025-04-12 21:09:53.251949,Packer B,20,580.54
2412,2025-04-12 18:59:53.651361,2025-04-12 20:55:53.651361,Packer B,12,347.07
2413,2025-04-12 18:59:53.597112,2025-04-12 20:27:53.597112,Packer A,20,318.99
2414,2025-04-12 18:59:53.283901,2025-04-12 21:10:53.283901,Packer C,20,705.69
2415,2025-04-12 18:59:53.194310,2025-04-12 21:45:53.194310,Packer C,20,622.23
2416,2025-04-12 18:59:53.309676,2025-04-12 19:36:53.309676,Packer B,12,447.87
2417,2025-04-12 18:59:53.051005,2025-04-12 21:31:53.051005,Packer A,20,307.62
2418,2025-04-12 18:59:53.464330,2025-04-12 19:52:53.464330,Packer A,20,794.99
2419,2025-04-12 18:59:53.831322,2025-04-12 20:26:53.831322,Packer C,12,338.57
2420,2025-04-12 18:59:53.730031,2025-04-12 20:18:53.730031,Packer A,20,651.07
2421,2025-04-12 18:59:53.936234,2025-04-12 20:08:53.936234,Packer C,20,645.57
2422,2025-04-12 18:59:53.854466,2025-04-12 21:19:53.854466,Packer A,10,328.45
2423,2025-04-12 18:59:53.471115,2025-04-12 19:58:53.471115,Packer C,10,382.23
2424,2025-04-12 18:59:53.874782,2025-04-12 20:23:53.874782,Packer C,10,727.95
2425,2025-04-12 18:59:53.520528,2025-04-12 20:15:53.520528,Packer B,12,745.95
2426,2025-04-12 18:59:53.461089,2025-04-12 21:38:53.461089,Packer C,20,781.06
2427,2025-04-12 18:59:53.060394,2025-04-12 19:31:53.060394,Packer C,10,343.81
2428,2025-04-12 18:59:53.426292,2025-04-12 21:42:53.426292,Packer B,20,457.43
2429,2025-04-12 18:59:53.967852,2025-04-12 21:58:53.967852,Packer A,20,319.2
2430,2025-04-12 18:59:53.027242,2025-04-12 19:58:53.027242,Packer B,20,349.83
2431,2025-04-12 18:59:53.283394,2025-04-12 20:34:53.283394,Packer A,10,409.69
2432,2025-04-12 18:59:53.068347,2025-04-12 19:57:53.068347,Packer B,12,471.57
2433,2025-04-12 18:59:53.331328,2025-04-12 20:38:53.331328,Packer A,12,467.2
2434,2025-04-12 18:59:53.426694,2025-04-12 20:21:53.426694,Packer A,12,460.57
2435,2025-04-12 18:59:53.024875,2025-04-12 21:58:53.024875,Packer B,10,539.27
2436,2025-04-12 18:59:53.475701,2025-04-12 21:09:53.475701,Packer B,20,408.21
2437,2025-04-12 18:59:53.591089,2025-04-12 21:59:53.591089,Packer B,10,785.48
2438,2025-04-12 18:59:53.230491,2025-04-12 20:02:53.230491,Packer C,10,488.49
2439,2025-04-12 18:59:53.847951,2025-04-12 20:41:53.847951,Packer C,20,607.2
2440,2025-04-12 18:59:53.803027,2025-04-12 21:16:53.803027,Packer C,10,658.18
2441,2025-04-12 18:59:53.024162,2025-04-12 19:58:53.024162,Packer C,12,587.44
2442,2025-04-12 18:59:53.780432,2025-04-12 20:25:53.780432,Packer B,20,428.07
2443,2025-04-12 18:59:53.771035,2025-04-12 20:32:53.771035,Packer C,10,553.85
2444,2025-04-12 18:59:53.548977,2025-04-12 19:34:53.548977,Packer B,12,410.93
2445,2025-04-12 18:59:53.099881,2025-04-12 21:10:53.099881,Packer B,12,709.45
2446,2025-04-12 18:59:53.391969,2025-04-12 20:39:53.391969,Packer B,20,410.07
2447,2025-04-12 18:59:53.385341,2025-04-12 19:56:53.385341,Packer B,10,776.69
2448,2025-04-12 18:59:53.696874,2025-04-12 20:41:53.696874,Packer C,20,695.15
2449,2025-04-12 18:59:53.573285,2025-04-12 21:56:53.573285,Packer A,20,556.12
2450,2025-04-12 18:59:53.624973,2025-04-12 20:38:53.624973,Packer B,20,494.27
2451,2025-04-12 18:59:53.859889,2025-04-12 19:43:53.859889,Packer A,12,748.48
2452,2025-04-12 18:59:53.661433,2025-04-12 20:16:53.661433,Packer B,10,419.93
2453,2025-04-12 18:59:53.983712,2025-04-12 21:18:53.983712,Packer B,12,788.08
2454,2025-04-12 18:59:53.416869,2025-04-12 19:32:53.416869,Packer A,12,799.05
2455,2025-04-12 18:59:53.262401,2025-04-12 21:37:53.262401,Packer C,10,737.7
2456,2025-04-12 18:59:53.867453,2025-04-12 19:50:53.867453,Packer B,12,609.25
2457,2025-04-12 18:59:53.663538,2025-04-12 19:41:53.663538,Packer A,10,761.78
2458,2025-04-12 18:59:53.167229,2025-04-12 20:18:53.167229,Packer B,12,770.18
2459,2025-04-12 18:59:53.781750,2025-04-12 19:32:53.781750,Packer A,10,626.37
2460,2025-04-12 18:59:53.468480,2025-04-12 21:41:53.468480,Packer B,12,324.28
2461,2025-04-12 18:59:53.664812,2025-04-12 20:36:53.664812,Packer A,10,589.28
2462,2025-04-12 18:59:53.788973,2025-04-12 21:48:53.788973,Packer A,12,458.12
2463,2025-04-12 18:59:53.403687,2025-04-12 19:39:53.403687,Packer A,12,432.33
2464,2025-04-12 18:59:53.963557,2025-04-12 21:39:53.963557,Packer B,12,516.04
2465,2025-04-12 18:59:53.000597,2025-04-12 19:30:53.000597,Packer A,20,437.94
2466,2025-04-12 18:59:53.607760,2025-04-12 20:42:53.607760,Packer C,12,734.05
2467,2025-04-12 18:59:53.825580,2025-04-12 20:12:53.825580,Packer A,20,476.46
2468,2025-04-12 18:59:53.815491,2025-04-12 21:43:53.815491,Packer A,10,573.97
2469,2025-04-12 18:59:53.315893,2025-04-12 21:07:53.315893,Packer B,20,604.61
2470,2025-04-12 18:59:53.128835,2025-04-12 21:29:53.128835,Packer B,12,462.42
2471,2025-04-12 18:59:53.737517,2025-04-12 20:22:53.737517,Packer C,10,792.45
2472,2025-04-12 18:59:53.370770,2025-04-12 19:30:53.370770,Packer C,10,586.94
2473,2025-04-12 18:59:53.122327,2025-04-12 21:46:53.122327,Packer B,20,711.02
2474,2025-04-12 18:59:53.119446,2025-04-12 21:29:53.119446,Packer C,12,650.32
2475,2025-04-12 18:59:53.924831,2025-04-12 19:46:53.924831,Packer B,10,340.28
2476,2025-04-12 18:59:53.556881,2025-04-12 21:19:53.556881,Packer A,10,349.16
2477,2025-04-12 18:59:53.690511,2025-04-12 21:26:53.690511,Packer B,20,650.7
2478,2025-04-12 18:59:53.605656,2025-04-12 21:38:53.605656,Packer C,12,733.46
2479,2025-04-12 18:59:53.274027,2025-04-12 20:11:53.274027,Packer A,12,517.21
2480,2025-04-12 18:59:53.158531,2025-04-12 20:35:53.158531,Packer B,12,538.69
2481,2025-04-12 18:59:53.525762,2025-04-12 20:29:53.525762,Packer B,20,311.68
2482,2025-04-12 18:59:53.171875,2025-04-12 21:49:53.171875,Packer A,20,443.69
2483,2025-04-12 18:59:53.242954,2025-04-12 19:42:53.242954,Packer B,12,587.6
2484,2025-04-12 18:59:53.009337,2025-04-12 21:51:53.009337,Packer C,20,557.24
2485,2025-04-12 18:59:53.245847,2025-04-12 19:37:53.245847,Packer C,10,637.0
2486,2025-04-12 18:59:53.242182,2025-04-12 21:16:53.242182,Packer A,20,498.34
2487,2025-04-12 18:59:53.393855,2025-04-12 20:52:53.393855,Packer B,12,464.98
2488,2025-04-12 18:59:53.475577,2025-04-12 20:20:53.475577,Packer B,12,523.49
2489,2025-04-12 18:59:53.788758,2025-04-12 21:15:53.788758,Packer C,12,341.94
2490,2025-04-12 18:59:53.883116,2025-04-12 19:52:53.883116,Packer B,20,388.92
2491,2025-04-12 18:59:53.263765,2025-04-12 20:15:53.263765,Packer A,20,544.52
2492,2025-04-12 18:59:53.762372,2025-04-12 20:40:53.762372,Packer B,10,672.49
2493,2025-04-12 18:59:53.684291,2025-04-12 21:25:53.684291,Packer B,12,552.82
2494,2025-04-12 18:59:53.098650,2025-04-12 19:42:53.098650,Packer A,12,324.51
2495,2025-04-12 18:59:53.368404,2025-04-12 19:53:53.368404,Packer B,12,683.86
2496,2025-04-12 18:59:53.717198,2025-04-12 21:55:53.717198,Packer A,20,442.62
2497,2025-04-12 18:59:53.942475,2025-04-12 21:14:53.942475,Packer A,10,514.94
2498,2025-04-12 18:59:53.237489,2025-04-12 21:27:53.237489,Packer A,20,305.0
2499,2025-04-12 18:59:53.669399,2025-04-12 21:43:53.669399,Packer A,12,463.87
2500,2025-04-12 18:59:53.408246,2025-04-12 21:22:53.408246,Packer A,10,588.45
2501,2025-04-12 18:59:53.224355,2025-04-12 20:59:53.224355,Packer B,12,487.37
2502,2025-04-12 18:59:53.686867,2025-04-12 19:54:53.686867,Packer C,10,423.09
2503,2025-04-12 18:59:53.311356,2025-04-12 21:59:53.311356,Packer B,10,666.72
2504,2025-04-12 18:59:53.782205,2025-04-12 20:01:53.782205,Packer A,10,558.19
2505,2025-04-12 18:59:53.699498,2025-04-12 20:40:53.699498,Packer A,10,731.78
2506,2025-04-12 18:59:53.969907,2025-04-12 21:52:53.969907,Packer C,20,616.6
2507,2025-04-12 18:59:53.729167,2025-04-12 20:14:53.729167,Packer A,12,372.87
2508,2025-04-12 18:59:53.896368,2025-04-12 21:32:53.896368,Packer A,12,567.72
2509,2025-04-12 18:59:53.610363,2025-04-12 19:45:53.610363,Packer C,12,556.49
2510,2025-04-12 18:59:53.339647,2025-04-12 19:44:53.339647,Packer C,20,522.7
2511,2025-04-12 18:59:53.751166,2025-04-12 19:48:53.751166,Packer B,12,794.96
2512,2025-04-12 18:59:53.141185,2025-04-12 21:43:53.141185,Packer C,10,503.03
2513,2025-04-12 18:59:53.787819,2025-04-12 21:50:53.787819,Packer B,20,322.22
2514,2025-04-12 18:59:53.844097,2025-04-12 20:56:53.844097,Packer A,20,773.28
2515,2025-04-12 18:59:53.761043,2025-04-12 20:45:53.761043,Packer B,20,487.68
2516,2025-04-12 18:59:53.951355,2025-04-12 20:07:53.951355,Packer C,12,745.04
2517,2025-04-12 18:59:53.194692,2025-04-12 21:37:53.194692,Packer C,10,601.32
2518,2025-04-12 18:59:53.923934,2025-04-12 21:57:53.923934,Packer B,12,594.41
2519,2025-04-12 18:59:53.860285,2025-04-12 21:01:53.860285,Packer A,10,380.93
2520,2025-04-12 18:59:53.106802,2025-04-12 20:35:53.106802,Packer B,10,361.06
2521,2025-04-12 18:59:53.228836,2025-04-12 19:38:53.228836,Packer A,10,343.13
2522,2025-04-12 18:59:53.181236,2025-04-12 21:31:53.181236,Packer C,20,434.11
2523,2025-04-12 18:59:53.825598,2025-04-12 20:00:53.825598,Packer C,12,723.84
2524,2025-04-12 18:59:53.300709,2025-04-12 21:40:53.300709,Packer C,10,582.72
2525,2025-04-12 18:59:53.093980,2025-04-12 21:56:53.093980,Packer A,12,631.57
2526,2025-04-12 18:59:53.626852,2025-04-12 21:23:53.626852,Packer C,12,757.15
2527,2025-04-12 18:59:53.631218,2025-04-12 21:13:53.631218,Packer C,12,324.82
2528,2025-04-12 18:59:53.846138,2025-04-12 20:45:53.846138,Packer C,10,301.84
2529,2025-04-12 18:59:53.450006,2025-04-12 19:47:53.450006,Packer B,10,436.08
2530,2025-04-12 18:59:53.975735,2025-04-12 21:39:53.975735,Packer C,20,300.39
2531,2025-04-12 18:59:53.313303,2025-04-12 20:27:53.313303,Packer A,12,774.08
2532,2025-04-12 18:59:53.180492,2025-04-12 21:34:53.180492,Packer B,10,365.34
2533,2025-04-12 18:59:53.141373,2025-04-12 19:53:53.141373,Packer B,10,739.99
2534,2025-04-12 18:59:53.390800,2025-04-12 20:40:53.390800,Packer C,20,725.61
2535,2025-04-12 18:59:53.582789,2025-04-12 20:21:53.582789,Packer B,20,344.13
2536,2025-04-12 18:59:53.503915,2025-04-12 19:32:53.503915,Packer C,12,454.9
2537,2025-04-12 18:59:53.267580,2025-04-12 21:00:53.267580,Packer A,20,443.54
2538,2025-04-12 18:59:53.692003,2025-04-12 21:56:53.692003,Packer B,20,409.65
2539,2025-04-12 18:59:53.257665,2025-04-12 21:10:53.257665,Packer A,12,351.33
2540,2025-04-12 18:59:53.694780,2025-04-12 21:43:53.694780,Packer B,12,300.28
2541,2025-04-12 18:59:53.821735,2025-04-12 20:47:53.821735,Packer B,20,497.42
2542,2025-04-12 18:59:53.541979,2025-04-12 21:04:53.541979,Packer C,10,319.94
2543,2025-04-12 18:59:53.707356,2025-04-12 20:57:53.707356,Packer B,12,420.2
2544,2025-04-12 18:59:53.865731,2025-04-12 20:11:53.865731,Packer A,20,454.78
2545,2025-04-12 18:59:53.669510,2025-04-12 21:10:53.669510,Packer B,10,557.2
2546,2025-04-12 18:59:53.512107,2025-04-12 21:55:53.512107,Packer A,20,576.99
2547,2025-04-12 18:59:53.478405,2025-04-12 21:56:53.478405,Packer B,10,537.32
2548,2025-04-12 18:59:53.291811,2025-04-12 20:40:53.291811,Packer B,12,479.59
2549,2025-04-12 18:59:53.242841,2025-04-12 20:05:53.242841,Packer C,12,392.1
2550,2025-04-12 18:59:53.187548,2025-04-12 20:54:53.187548,Packer C,12,603.94
2551,2025-04-12 18:59:53.682846,2025-04-12 20:22:53.682846,Packer A,10,783.54
2552,2025-04-12 18:59:53.189435,2025-04-12 21:41:53.189435,Packer B,12,674.14
2553,2025-04-12 18:59:53.759424,2025-04-12 20:30:53.759424,Packer A,10,684.8
2554,2025-04-12 18:59:53.021049,2025-04-12 20:18:53.021049,Packer B,20,777.14
2555,2025-04-12 18:59:53.957054,2025-04-12 19:43:53.957054,Packer B,12,667.94
2556,2025-04-12 18:59:53.581680,2025-04-12 20:17:53.581680,Packer A,20,311.83
2557,2025-04-12 18:59:53.707851,2025-04-12 19:55:53.707851,Packer B,12,588.05
2558,2025-04-12 18:59:53.136594,2025-04-12 21:44:53.136594,Packer C,20,321.65
2559,2025-04-12 18:59:53.684444,2025-04-12 21:19:53.684444,Packer B,20,558.88
2560,2025-04-12 18:59:53.802823,2025-04-12 21:56:53.802823,Packer A,10,559.67
2561,2025-04-12 18:59:53.168049,2025-04-12 20:21:53.168049,Packer C,20,738.79
2562,2025-04-12 18:59:53.185596,2025-04-12 21:41:53.185596,Packer B,10,396.39
2563,2025-04-12 18:59:53.505313,2025-04-12 21:03:53.505313,Packer A,10,613.97
2564,2025-04-12 18:59:53.766069,2025-04-12 19:56:53.766069,Packer A,20,446.56
2565,2025-04-12 18:59:53.140966,2025-04-12 20:14:53.140966,Packer B,10,676.97
2566,2025-04-12 18:59:53.528176,2025-04-12 19:37:53.528176,Packer B,10,704.09
2567,2025-04-12 18:59:53.361373,2025-04-12 19:43:53.361373,Packer A,12,418.86
2568,2025-04-12 18:59:53.616446,2025-04-12 20:59:53.616446,Packer A,20,363.76
2569,2025-04-12 18:59:53.247831,2025-04-12 21:53:53.247831,Packer A,20,505.31
2570,2025-04-12 18:59:53.259541,2025-04-12 20:54:53.259541,Packer A,12,332.08
2571,2025-04-12 18:59:53.186383,2025-04-12 21:07:53.186383,Packer C,20,408.62
2572,2025-04-12 18:59:53.862422,2025-04-12 21:06:53.862422,Packer C,12,641.12
2573,2025-04-12 18:59:53.527912,2025-04-12 19:56:53.527912,Packer A,12,761.16
2574,2025-04-12 18:59:53.771460,2025-04-12 20:43:53.771460,Packer B,20,438.67
2575,2025-04-12 18:59:53.750580,2025-04-12 20:11:53.750580,Packer C,10,778.41
2576,2025-04-12 18:59:53.156090,2025-04-12 20:03:53.156090,Packer A,12,702.5
2577,2025-04-12 18:59:53.124907,2025-04-12 21:42:53.124907,Packer C,12,685.12
2578,2025-04-12 18:59:53.101034,2025-04-12 20:41:53.101034,Packer A,12,310.63
2579,2025-04-12 18:59:53.368730,2025-04-12 20:10:53.368730,Packer A,10,717.98
2580,2025-04-12 18:59:53.834640,2025-04-12 20:24:53.834640,Packer C,10,367.0
2581,2025-04-12 18:59:53.596403,2025-04-12 20:36:53.596403,Packer A,12,792.34
2582,2025-04-12 18:59:53.550218,2025-04-12 21:38:53.550218,Packer C,20,393.06
2583,2025-04-12 18:59:53.567661,2025-04-12 19:37:53.567661,Packer B,12,406.77
2584,2025-04-12 18:59:53.428458,2025-04-12 20:41:53.428458,Packer B,10,759.1
2585,2025-04-12 18:59:53.362339,2025-04-12 19:50:53.362339,Packer B,12,706.64
2586,2025-04-12 18:59:53.276925,2025-04-12 21:42:53.276925,Packer C,10,687.34
2587,2025-04-12 18:59:53.735536,2025-04-12 21:54:53.735536,Packer A,12,493.53
2588,2025-04-12 18:59:53.169388,2025-04-12 20:47:53.169388,Packer C,20,492.26
2589,2025-04-12 18:59:53.163740,2025-04-12 19:30:53.163740,Packer A,12,403.39
2590,2025-04-12 18:59:53.248786,2025-04-12 20:36:53.248786,Packer B,20,615.44
2591,2025-04-12 18:59:53.299489,2025-04-12 20:25:53.299489,Packer A,12,454.11
2592,2025-04-12 18:59:53.979397,2025-04-12 21:52:53.979397,Packer B,10,558.08
2593,2025-04-12 18:59:53.569394,2025-04-12 21:50:53.569394,Packer B,10,325.91
2594,2025-04-12 18:59:53.937530,2025-04-12 19:39:53.937530,Packer C,10,601.79
2595,2025-04-12 18:59:53.181829,2025-04-12 20:23:53.181829,Packer B,10,566.05
2596,2025-04-12 18:59:53.902825,2025-04-12 20:25:53.902825,Packer C,20,511.06
2597,2025-04-12 18:59:53.662506,2025-04-12 19:56:53.662506,Packer B,10,491.96
2598,2025-04-12 18:59:53.020925,2025-04-12 19:33:53.020925,Packer B,20,694.96
2599,2025-04-12 18:59:53.450804,2025-04-12 19:36:53.450804,Packer B,12,415.31
2600,2025-04-12 18:59:53.556926,2025-04-12 20:34:53.556926,Packer B,20,472.16
2601,2025-04-12 18:59:53.692387,2025-04-12 20:09:53.692387,Packer B,10,317.24
2602,2025-04-12 18:59:53.734485,2025-04-12 21:19:53.734485,Packer B,10,306.86
2603,2025-04-12 18:59:53.518475,2025-04-12 21:30:53.518475,Packer B,10,572.96
2604,2025-04-12 18:59:53.344908,2025-04-12 20:08:53.344908,Packer B,20,511.7
2605,2025-04-12 18:59:53.335241,2025-04-12 21:05:53.335241,Packer B,10,701.7
2606,2025-04-12 18:59:53.507163,2025-04-12 21:00:53.507163,Packer B,20,548.29
2607,2025-04-12 18:59:53.079533,2025-04-12 21:54:53.079533,Packer C,12,387.84
2608,2025-04-12 18:59:53.961415,2025-04-12 20:40:53.961415,Packer A,12,464.38
2609,2025-04-12 18:59:53.506150,2025-04-12 20:25:53.506150,Packer A,20,597.27
2610,2025-04-12 18:59:53.275076,2025-04-12 20:44:53.275076,Packer C,20,693.04
2611,2025-04-12 18:59:53.359188,2025-04-12 20:23:53.359188,Packer A,10,447.5
2612,2025-04-12 18:59:53.570809,2025-04-12 19:37:53.570809,Packer A,20,536.05
2613,2025-04-12 18:59:53.343422,2025-04-12 21:49:53.343422,Packer C,10,543.77
2614,2025-04-12 18:59:53.844622,2025-04-12 20:50:53.844622,Packer A,20,580.63
2615,2025-04-12 18:59:53.650848,2025-04-12 20:30:53.650848,Packer C,10,604.44
2616,2025-04-12 18:59:53.876965,2025-04-12 21:52:53.876965,Packer C,10,433.85
2617,2025-04-12 18:59:53.176553,2025-04-12 21:04:53.176553,Packer C,12,691.53
2618,2025-04-12 18:59:53.993833,2025-04-12 19:55:53.993833,Packer B,12,620.25
2619,2025-04-12 18:59:53.467775,2025-04-12 19:47:53.467775,Packer B,10,576.28
2620,2025-04-12 18:59:53.604727,2025-04-12 19:57:53.604727,Packer B,12,330.83
2621,2025-04-12 18:59:53.547863,2025-04-12 21:51:53.547863,Packer A,12,747.09
2622,2025-04-12 18:59:53.881545,2025-04-12 21:55:53.881545,Packer C,20,612.9
2623,2025-04-12 18:59:53.965372,2025-04-12 20:47:53.965372,Packer B,10,474.74
2624,2025-04-12 18:59:53.136529,2025-04-12 21:26:53.136529,Packer A,10,762.96
2625,2025-04-12 18:59:53.180648,2025-04-12 19:57:53.180648,Packer B,12,738.75
2626,2025-04-12 18:59:53.571219,2025-04-12 21:53:53.571219,Packer B,20,762.26
2627,2025-04-12 18:59:53.769576,2025-04-12 21:22:53.769576,Packer C,20,538.95
2628,2025-04-12 18:59:53.748524,2025-04-12 20:09:53.748524,Packer C,12,717.08
2629,2025-04-12 18:59:53.742148,2025-04-12 20:46:53.742148,Packer A,10,596.7
2630,2025-04-12 18:59:53.113642,2025-04-12 19:53:53.113642,Packer A,20,732.12
2631,2025-04-12 18:59:53.556669,2025-04-12 19:56:53.556669,Packer C,10,474.28
2632,2025-04-12 18:59:53.577507,2025-04-12 21:37:53.577507,Packer C,20,626.62
2633,2025-04-12 18:59:53.416256,2025-04-12 21:52:53.416256,Packer A,10,626.79
2634,2025-04-12 18:59:53.426572,2025-04-12 20:57:53.426572,Packer C,12,741.69
2635,2025-04-12 18:59:53.891262,2025-04-12 20:46:53.891262,Packer C,20,660.6
2636,2025-04-12 18:59:53.792080,2025-04-12 20:15:53.792080,Packer C,10,765.55
2637,2025-04-12 18:59:53.527749,2025-04-12 20:56:53.527749,Packer C,20,730.76
2638,2025-04-12 18:59:53.204050,2025-04-12 19:30:53.204050,Packer B,10,396.97
2639,2025-04-12 18:59:53.590504,2025-04-12 20:45:53.590504,Packer B,12,525.19
2640,2025-04-12 18:59:53.126523,2025-04-12 20:07:53.126523,Packer B,12,682.74
2641,2025-04-12 18:59:53.879474,2025-04-12 20:25:53.879474,Packer B,20,474.32
2642,2025-04-12 18:59:53.039875,2025-04-12 20:39:53.039875,Packer C,10,788.9
2643,2025-04-12 18:59:53.020231,2025-04-12 20:42:53.020231,Packer B,20,768.75
2644,2025-04-12 18:59:53.368490,2025-04-12 20:47:53.368490,Packer B,10,345.87
2645,2025-04-12 18:59:53.082951,2025-04-12 19:51:53.082951,Packer A,12,595.89
2646,2025-04-12 18:59:53.202317,2025-04-12 19:59:53.202317,Packer C,20,739.11
2647,2025-04-12 18:59:53.291348,2025-04-12 20:59:53.291348,Packer A,10,428.84
2648,2025-04-12 18:59:53.937527,2025-04-12 21:19:53.937527,Packer B,12,628.39
2649,2025-04-12 18:59:53.546579,2025-04-12 21:58:53.546579,Packer B,20,635.88
2650,2025-04-12 18:59:53.812661,2025-04-12 20:08:53.812661,Packer A,20,452.85
2651,2025-04-12 18:59:53.520451,2025-04-12 21:09:53.520451,Packer B,10,444.36
2652,2025-04-12 18:59:53.182868,2025-04-12 19:47:53.182868,Packer B,12,615.97
2653,2025-04-12 18:59:53.856886,2025-04-12 21:59:53.856886,Packer A,12,314.21
2654,2025-04-12 18:59:53.930730,2025-04-12 20:02:53.930730,Packer B,12,626.73
2655,2025-04-12 18:59:53.810428,2025-04-12 19:48:53.810428,Packer B,12,757.38
2656,2025-04-12 18:59:53.086067,2025-04-12 19:46:53.086067,Packer A,20,698.37
2657,2025-04-12 18:59:53.272206,2025-04-12 19:52:53.272206,Packer C,10,693.32
2658,2025-04-12 18:59:53.678698,2025-04-12 20:05:53.678698,Packer B,10,700.82
2659,2025-04-12 18:59:53.922474,2025-04-12 21:47:53.922474,Packer C,20,460.42
2660,2025-04-12 18:59:53.652411,2025-04-12 20:11:53.652411,Packer A,20,592.24
2661,2025-04-12 18:59:53.877985,2025-04-12 20:46:53.877985,Packer A,10,403.99
2662,2025-04-12 18:59:53.593552,2025-04-12 20:56:53.593552,Packer C,12,382.11
2663,2025-04-12 18:59:53.668668,2025-04-12 19:57:53.668668,Packer C,12,337.86
2664,2025-04-12 18:59:53.540709,2025-04-12 19:35:53.540709,Packer C,12,590.56
2665,2025-04-12 18:59:53.896605,2025-04-12 20:29:53.896605,Packer B,10,686.9
2666,2025-04-12 18:59:53.314055,2025-04-12 20:32:53.314055,Packer B,10,725.82
2667,2025-04-12 18:59:53.117753,2025-04-12 20:26:53.117753,Packer C,12,600.87
2668,2025-04-12 18:59:53.362873,2025-04-12 20:39:53.362873,Packer B,10,571.28
2669,2025-04-12 18:59:53.653531,2025-04-12 20:39:53.653531,Packer C,10,371.37
2670,2025-04-12 18:59:53.097599,2025-04-12 21:21:53.097599,Packer C,10,693.3
2671,2025-04-12 18:59:53.104182,2025-04-12 21:59:53.104182,Packer B,10,390.23
2672,2025-04-12 18:59:53.123102,2025-04-12 21:43:53.123102,Packer A,20,564.29
