FillingID,F_DatumTijdStart,F_DatumTijdEind,F_Machine,Capaciteit
2549,2025-04-12 18:59:53.741130,2025-04-12 21:35:53.741130,Filler C,552.33
2550,2025-04-12 18:59:53.676938,2025-04-12 21:52:53.676938,Filler A,666.12
2551,2025-04-12 18:59:53.533454,2025-04-12 20:17:53.533454,Filler B,348.14
2552,2025-04-12 18:59:53.851876,2025-04-12 19:51:53.851876,Filler A,576.69
2553,2025-04-12 18:59:53.285756,2025-04-12 21:33:53.285756,Filler A,718.9
2554,2025-04-12 18:59:53.907445,2025-04-12 19:34:53.907445,Filler A,417.04
2555,2025-04-12 18:59:53.675460,2025-04-12 20:39:53.675460,Filler C,618.15
2556,2025-04-12 18:59:53.203243,2025-04-12 21:16:53.203243,Filler A,533.81
2557,2025-04-12 18:59:53.370710,2025-04-12 20:43:53.370710,Filler C,639.22
2558,2025-04-12 18:59:53.533980,2025-04-12 20:51:53.533980,Filler A,565.7
2559,2025-04-12 18:59:53.226524,2025-04-12 19:33:53.226524,Filler A,744.25
2560,2025-04-12 18:59:53.959242,2025-04-12 20:43:53.959242,Filler A,593.44
2561,2025-04-12 18:59:53.448995,2025-04-12 19:59:53.448995,Filler B,624.96
2562,2025-04-12 18:59:53.730287,2025-04-12 21:59:53.730287,Filler B,662.66
2563,2025-04-12 18:59:53.048869,2025-04-12 20:58:53.048869,Filler A,750.66
2564,2025-04-12 18:59:53.392806,2025-04-12 20:40:53.392806,Filler A,371.33
2565,2025-04-12 18:59:53.375511,2025-04-12 21:07:53.375511,Filler B,694.64
2566,2025-04-12 18:59:53.059596,2025-04-12 20:48:53.059596,Filler C,345.97
2567,2025-04-12 18:59:53.864784,2025-04-12 21:32:53.864784,Filler A,508.56
2568,2025-04-12 18:59:53.960604,2025-04-12 19:47:53.960604,Filler A,460.87
2569,2025-04-12 18:59:53.542660,2025-04-12 21:51:53.542660,Filler C,702.63
2570,2025-04-12 18:59:53.663246,2025-04-12 20:09:53.663246,Filler C,533.66
2571,2025-04-12 18:59:53.179355,2025-04-12 20:39:53.179355,Filler C,532.08
2572,2025-04-12 18:59:53.397977,2025-04-12 21:16:53.397977,Filler A,303.07
2573,2025-04-12 18:59:53.351799,2025-04-12 21:35:53.351799,Filler B,382.78
2574,2025-04-12 18:59:53.718847,2025-04-12 19:45:53.718847,Filler A,513.88
2575,2025-04-12 18:59:53.643194,2025-04-12 20:42:53.643194,Filler A,383.72
2576,2025-04-12 18:59:53.065191,2025-04-12 19:59:53.065191,Filler A,736.32
2577,2025-04-12 18:59:53.336931,2025-04-12 21:57:53.336931,Filler A,527.3
2578,2025-04-12 18:59:53.608564,2025-04-12 19:42:53.608564,Filler C,426.14
2579,2025-04-12 18:59:53.102159,2025-04-12 20:10:53.102159,Filler A,630.04
2580,2025-04-12 18:59:53.092823,2025-04-12 20:32:53.092823,Filler A,722.81
2581,2025-04-12 18:59:53.418290,2025-04-12 21:45:53.418290,Filler B,646.49
2582,2025-04-12 18:59:53.292192,2025-04-12 19:57:53.292192,Filler C,427.55
2583,2025-04-12 18:59:53.321584,2025-04-12 20:10:53.321584,Filler C,737.35
2584,2025-04-12 18:59:53.546710,2025-04-12 21:55:53.546710,Filler C,452.7
2585,2025-04-12 18:59:53.504791,2025-04-12 21:40:53.504791,Filler C,441.81
2586,2025-04-12 18:59:53.146425,2025-04-12 19:46:53.146425,Filler C,774.98
2587,2025-04-12 18:59:53.374603,2025-04-12 19:59:53.374603,Filler C,369.8
2588,2025-04-12 18:59:53.959441,2025-04-12 21:15:53.959441,Filler C,648.84
2589,2025-04-12 18:59:53.631802,2025-04-12 20:23:53.631802,Filler A,427.19
2590,2025-04-12 18:59:53.106231,2025-04-12 20:46:53.106231,Filler C,681.16
2591,2025-04-12 18:59:53.823301,2025-04-12 21:32:53.823301,Filler C,525.35
2592,2025-04-12 18:59:53.517825,2025-04-12 21:39:53.517825,Filler B,471.62
2593,2025-04-12 18:59:53.909698,2025-04-12 20:50:53.909698,Filler C,371.14
2594,2025-04-12 18:59:53.533586,2025-04-12 20:01:53.533586,Filler B,780.63
2595,2025-04-12 18:59:53.728054,2025-04-12 21:42:53.728054,Filler C,398.16
2596,2025-04-12 18:59:53.169953,2025-04-12 20:12:53.169953,Filler C,662.64
2597,2025-04-12 18:59:53.925521,2025-04-12 21:18:53.925521,Filler C,659.04
2598,2025-04-12 18:59:53.565037,2025-04-12 19:57:53.565037,Filler B,404.69
2599,2025-04-12 18:59:53.257674,2025-04-12 21:29:53.257674,Filler A,749.63
2600,2025-04-12 18:59:53.304459,2025-04-12 21:38:53.304459,Filler B,526.17
2601,2025-04-12 18:59:53.206477,2025-04-12 21:44:53.206477,Filler C,483.9
2602,2025-04-12 18:59:53.439407,2025-04-12 20:27:53.439407,Filler C,425.5
2603,2025-04-12 18:59:53.198972,2025-04-12 21:41:53.198972,Filler A,785.29
2604,2025-04-12 18:59:53.939269,2025-04-12 20:54:53.939269,Filler C,552.61
2605,2025-04-12 18:59:53.814038,2025-04-12 21:30:53.814038,Filler B,760.66
2606,2025-04-12 18:59:53.648664,2025-04-12 20:27:53.648664,Filler C,525.73
2607,2025-04-12 18:59:53.719800,2025-04-12 21:32:53.719800,Filler A,712.45
2608,2025-04-12 18:59:53.052494,2025-04-12 21:43:53.052494,Filler A,399.9
2609,2025-04-12 18:59:53.071314,2025-04-12 21:54:53.071314,Filler A,432.57
2610,2025-04-12 18:59:53.909078,2025-04-12 21:43:53.909078,Filler A,705.31
2611,2025-04-12 18:59:53.275617,2025-04-12 21:06:53.275617,Filler B,382.05
2612,2025-04-12 18:59:53.292627,2025-04-12 20:21:53.292627,Filler B,674.45
2613,2025-04-12 18:59:53.763790,2025-04-12 20:29:53.763790,Filler B,493.42
2614,2025-04-12 18:59:53.066975,2025-04-12 21:14:53.066975,Filler B,303.77
2615,2025-04-12 18:59:53.412448,2025-04-12 19:43:53.412448,Filler C,433.65
2616,2025-04-12 18:59:53.720020,2025-04-12 19:34:53.720020,Filler A,733.28
2617,2025-04-12 18:59:53.045580,2025-04-12 20:27:53.045580,Filler B,347.76
2618,2025-04-12 18:59:53.089385,2025-04-12 21:00:53.089385,Filler B,414.84
2619,2025-04-12 18:59:53.522669,2025-04-12 20:25:53.522669,Filler C,537.3
2620,2025-04-12 18:59:53.510330,2025-04-12 20:39:53.510330,Filler A,384.73
2621,2025-04-12 18:59:53.007391,2025-04-12 20:20:53.007391,Filler A,440.52
2622,2025-04-12 18:59:53.267020,2025-04-12 20:46:53.267020,Filler C,671.93
2623,2025-04-12 18:59:53.676558,2025-04-12 19:56:53.676558,Filler C,343.91
2624,2025-04-12 18:59:53.553074,2025-04-12 20:09:53.553074,Filler C,617.67
2625,2025-04-12 18:59:53.647915,2025-04-12 21:43:53.647915,Filler B,408.87
2626,2025-04-12 18:59:53.735469,2025-04-12 21:53:53.735469,Filler A,365.22
2627,2025-04-12 18:59:53.604135,2025-04-12 21:34:53.604135,Filler A,317.28
2628,2025-04-12 18:59:53.316291,2025-04-12 20:41:53.316291,Filler C,577.03
2629,2025-04-12 18:59:53.967237,2025-04-12 21:58:53.967237,Filler C,413.02
2630,2025-04-12 18:59:53.898147,2025-04-12 21:49:53.898147,Filler B,312.23
2631,2025-04-12 18:59:53.272287,2025-04-12 21:40:53.272287,Filler C,628.86
2632,2025-04-12 18:59:53.524156,2025-04-12 21:46:53.524156,Filler A,389.56
2633,2025-04-12 18:59:53.726179,2025-04-12 21:57:53.726179,Filler B,603.54
2634,2025-04-12 18:59:53.326963,2025-04-12 21:17:53.326963,Filler A,533.27
2635,2025-04-12 18:59:53.754329,2025-04-12 20:58:53.754329,Filler B,427.06
2636,2025-04-12 18:59:53.244440,2025-04-12 21:03:53.244440,Filler B,524.85
2637,2025-04-12 18:59:53.570047,2025-04-12 20:10:53.570047,Filler B,330.87
2638,2025-04-12 18:59:53.472068,2025-04-12 20:42:53.472068,Filler C,582.82
2639,2025-04-12 18:59:53.765547,2025-04-12 20:12:53.765547,Filler B,332.65
2640,2025-04-12 18:59:53.864270,2025-04-12 21:05:53.864270,Filler C,471.34
2641,2025-04-12 18:59:53.975544,2025-04-12 21:28:53.975544,Filler B,799.5
2642,2025-04-12 18:59:53.008802,2025-04-12 20:27:53.008802,Filler A,327.76
2643,2025-04-12 18:59:53.710649,2025-04-12 20:28:53.710649,Filler A,699.51
2644,2025-04-12 18:59:53.050619,2025-04-12 21:41:53.050619,Filler B,725.41
2645,2025-04-12 18:59:53.566024,2025-04-12 20:08:53.566024,Filler B,312.84
2646,2025-04-12 18:59:53.407083,2025-04-12 21:52:53.407083,Filler B,793.17
2647,2025-04-12 18:59:53.559734,2025-04-12 20:45:53.559734,Filler C,563.94
2648,2025-04-12 18:59:53.197614,2025-04-12 20:02:53.197614,Filler A,685.88
2649,2025-04-12 18:59:53.370617,2025-04-12 20:47:53.370617,Filler C,684.16
2650,2025-04-12 18:59:53.115986,2025-04-12 21:37:53.115986,Filler C,600.38
2651,2025-04-12 18:59:53.540428,2025-04-12 20:01:53.540428,Filler B,672.91
2652,2025-04-12 18:59:53.939579,2025-04-12 20:55:53.939579,Filler A,767.46
2653,2025-04-12 18:59:53.575033,2025-04-12 21:14:53.575033,Filler C,364.85
2654,2025-04-12 18:59:53.686287,2025-04-12 20:44:53.686287,Filler C,644.93
2655,2025-04-12 18:59:53.860739,2025-04-12 20:33:53.860739,Filler B,371.45
2656,2025-04-12 18:59:53.244284,2025-04-12 20:13:53.244284,Filler C,368.66
2657,2025-04-12 18:59:53.049960,2025-04-12 21:48:53.049960,Filler C,493.81
2658,2025-04-12 18:59:53.131530,2025-04-12 21:19:53.131530,Filler B,347.84
2659,2025-04-12 18:59:53.921973,2025-04-12 19:29:53.921973,Filler C,741.16
2660,2025-04-12 18:59:53.935802,2025-04-12 21:19:53.935802,Filler A,521.62
2661,2025-04-12 18:59:53.276859,2025-04-12 21:34:53.276859,Filler C,433.72
2662,2025-04-12 18:59:53.365627,2025-04-12 19:38:53.365627,Filler A,512.72
2663,2025-04-12 18:59:53.690564,2025-04-12 20:02:53.690564,Filler A,590.93
2664,2025-04-12 18:59:53.514053,2025-04-12 21:23:53.514053,Filler C,606.87
2665,2025-04-12 18:59:53.228465,2025-04-12 21:57:53.228465,Filler B,481.28
2666,2025-04-12 18:59:53.821712,2025-04-12 20:37:53.821712,Filler B,791.76
2667,2025-04-12 18:59:53.686140,2025-04-12 21:32:53.686140,Filler B,396.82
2668,2025-04-12 18:59:53.580221,2025-04-12 19:59:53.580221,Filler B,308.57
2669,2025-04-12 18:59:53.864276,2025-04-12 20:18:53.864276,Filler B,652.45
2670,2025-04-12 18:59:53.099453,2025-04-12 21:43:53.099453,Filler B,607.74
2671,2025-04-12 18:59:53.961553,2025-04-12 20:36:53.961553,Filler B,473.76
2672,2025-04-12 18:59:53.218694,2025-04-12 20:51:53.218694,Filler A,735.62
2673,2025-04-12 18:59:53.296416,2025-04-12 19:38:53.296416,Filler C,373.59
2674,2025-04-12 18:59:53.493309,2025-04-12 21:37:53.493309,Filler A,323.35
2675,2025-04-12 18:59:53.103400,2025-04-12 20:55:53.103400,Filler A,637.86
2676,2025-04-12 18:59:53.445609,2025-04-12 21:09:53.445609,Filler C,405.72
2677,2025-04-12 18:59:53.847475,2025-04-12 19:41:53.847475,Filler B,589.81
2678,2025-04-12 18:59:53.682721,2025-04-12 19:49:53.682721,Filler B,361.74
2679,2025-04-12 18:59:53.893317,2025-04-12 20:22:53.893317,Filler A,484.79
2680,2025-04-12 18:59:53.169095,2025-04-12 19:29:53.169095,Filler B,524.12
2681,2025-04-12 18:59:53.799876,2025-04-12 21:21:53.799876,Filler C,491.85
2682,2025-04-12 18:59:53.965436,2025-04-12 21:28:53.965436,Filler B,751.85
2683,2025-04-12 18:59:53.851601,2025-04-12 21:39:53.851601,Filler B,604.28
2684,2025-04-12 18:59:53.465253,2025-04-12 21:53:53.465253,Filler B,494.62
2685,2025-04-12 18:59:53.703519,2025-04-12 20:31:53.703519,Filler B,730.71
2686,2025-04-12 18:59:53.259899,2025-04-12 20:15:53.259899,Filler C,556.15
2687,2025-04-12 18:59:53.022269,2025-04-12 21:34:53.022269,Filler A,378.31
2688,2025-04-12 18:59:53.906383,2025-04-12 20:38:53.906383,Filler A,718.5
2689,2025-04-12 18:59:53.998622,2025-04-12 20:44:53.998622,Filler B,450.18
2690,2025-04-12 18:59:53.088049,2025-04-12 21:35:53.088049,Filler B,791.65
2691,2025-04-12 18:59:53.351863,2025-04-12 20:06:53.351863,Filler C,340.41
2692,2025-04-12 18:59:53.626688,2025-04-12 21:51:53.626688,Filler A,477.84
2693,2025-04-12 18:59:53.339140,2025-04-12 21:27:53.339140,Filler B,724.15
2694,2025-04-12 18:59:53.732324,2025-04-12 19:30:53.732324,Filler A,415.32
2695,2025-04-12 18:59:53.796833,2025-04-12 19:31:53.796833,Filler B,326.73
2696,2025-04-12 18:59:53.378534,2025-04-12 19:49:53.378534,Filler C,366.78
2697,2025-04-12 18:59:53.003290,2025-04-12 21:13:53.003290,Filler C,387.85
2698,2025-04-12 18:59:53.459677,2025-04-12 21:22:53.459677,Filler A,487.69
2699,2025-04-12 18:59:53.432618,2025-04-12 21:31:53.432618,Filler A,512.96
2700,2025-04-12 18:59:53.365168,2025-04-12 21:55:53.365168,Filler A,367.47
2701,2025-04-12 18:59:53.968146,2025-04-12 20:11:53.968146,Filler C,300.18
2702,2025-04-12 18:59:53.613743,2025-04-12 20:00:53.613743,Filler A,351.98
2703,2025-04-12 18:59:53.090909,2025-04-12 19:42:53.090909,Filler C,766.39
2704,2025-04-12 18:59:53.415080,2025-04-12 21:48:53.415080,Filler C,497.67
2705,2025-04-12 18:59:53.699040,2025-04-12 21:13:53.699040,Filler A,721.69
2706,2025-04-12 18:59:53.095533,2025-04-12 19:46:53.095533,Filler C,522.98
2707,2025-04-12 18:59:53.322452,2025-04-12 19:44:53.322452,Filler C,450.92
2708,2025-04-12 18:59:53.816360,2025-04-12 19:31:53.816360,Filler C,623.79
2709,2025-04-12 18:59:53.768840,2025-04-12 20:33:53.768840,Filler B,314.17
2710,2025-04-12 18:59:53.152539,2025-04-12 21:20:53.152539,Filler A,455.39
2711,2025-04-12 18:59:53.777054,2025-04-12 21:08:53.777054,Filler B,362.72
2712,2025-04-12 18:59:53.861944,2025-04-12 20:00:53.861944,Filler C,713.25
2713,2025-04-12 18:59:53.520598,2025-04-12 21:31:53.520598,Filler B,300.21
2714,2025-04-12 18:59:53.931660,2025-04-12 20:44:53.931660,Filler B,733.62
2715,2025-04-12 18:59:53.403589,2025-04-12 20:19:53.403589,Filler C,364.71
2716,2025-04-12 18:59:53.509939,2025-04-12 20:43:53.509939,Filler C,435.6
2717,2025-04-12 18:59:53.249440,2025-04-12 21:03:53.249440,Filler B,599.98
2718,2025-04-12 18:59:53.158145,2025-04-12 19:55:53.158145,Filler B,375.66
2719,2025-04-12 18:59:53.879734,2025-04-12 19:42:53.879734,Filler C,443.84
2720,2025-04-12 18:59:53.057229,2025-04-12 20:29:53.057229,Filler A,311.99
2721,2025-04-12 18:59:53.760159,2025-04-12 19:42:53.760159,Filler C,368.94
2722,2025-04-12 18:59:53.859926,2025-04-12 20:28:53.859926,Filler B,772.72
2723,2025-04-12 18:59:53.980107,2025-04-12 19:43:53.980107,Filler C,420.88
2724,2025-04-12 18:59:53.282660,2025-04-12 21:28:53.282660,Filler A,498.56
2725,2025-04-12 18:59:53.778014,2025-04-12 21:20:53.778014,Filler B,774.31
2726,2025-04-12 18:59:53.785530,2025-04-12 21:49:53.785530,Filler B,762.43
2727,2025-04-12 18:59:53.010113,2025-04-12 20:04:53.010113,Filler A,496.02
2728,2025-04-12 18:59:53.866026,2025-04-12 21:18:53.866026,Filler A,588.61
2729,2025-04-12 18:59:53.040385,2025-04-12 21:42:53.040385,Filler B,638.02
2730,2025-04-12 18:59:53.273707,2025-04-12 20:05:53.273707,Filler C,797.39
2731,2025-04-12 18:59:53.767088,2025-04-12 20:17:53.767088,Filler A,376.77
2732,2025-04-12 18:59:53.416537,2025-04-12 19:34:53.416537,Filler A,772.61
2733,2025-04-12 18:59:53.409506,2025-04-12 21:42:53.409506,Filler B,593.19
2734,2025-04-12 18:59:53.383785,2025-04-12 19:36:53.383785,Filler B,451.78
2735,2025-04-12 18:59:53.545986,2025-04-12 21:58:53.545986,Filler A,479.89
2736,2025-04-12 18:59:53.916402,2025-04-12 19:31:53.916402,Filler C,358.07
2737,2025-04-12 18:59:53.025527,2025-04-12 21:00:53.025527,Filler C,428.51
2738,2025-04-12 18:59:53.069567,2025-04-12 20:56:53.069567,Filler A,598.97
2739,2025-04-12 18:59:53.641683,2025-04-12 19:43:53.641683,Filler B,308.3
2740,2025-04-12 18:59:53.442009,2025-04-12 20:10:53.442009,Filler B,798.76
2741,2025-04-12 18:59:53.032876,2025-04-12 19:49:53.032876,Filler B,342.33
2742,2025-04-12 18:59:53.220985,2025-04-12 19:53:53.220985,Filler C,416.53
2743,2025-04-12 18:59:53.842540,2025-04-12 20:01:53.842540,Filler C,574.96
2744,2025-04-12 18:59:53.999354,2025-04-12 20:42:53.999354,Filler C,695.34
2745,2025-04-12 18:59:53.787012,2025-04-12 21:38:53.787012,Filler A,416.67
2746,2025-04-12 18:59:53.824495,2025-04-12 20:57:53.824495,Filler C,565.26
2747,2025-04-12 18:59:53.486054,2025-04-12 20:18:53.486054,Filler C,748.49
2748,2025-04-12 18:59:53.835047,2025-04-12 20:41:53.835047,Filler A,603.81
2749,2025-04-12 18:59:53.164167,2025-04-12 19:33:53.164167,Filler C,351.85
2750,2025-04-12 18:59:53.777023,2025-04-12 20:54:53.777023,Filler A,554.7
2751,2025-04-12 18:59:53.873685,2025-04-12 19:34:53.873685,Filler C,515.3
2752,2025-04-12 18:59:53.201328,2025-04-12 21:39:53.201328,Filler A,555.6
2753,2025-04-12 18:59:53.252644,2025-04-12 19:39:53.252644,Filler C,795.23
2754,2025-04-12 18:59:53.468862,2025-04-12 20:47:53.468862,Filler B,581.69
2755,2025-04-12 18:59:53.875557,2025-04-12 20:53:53.875557,Filler C,571.51
2756,2025-04-12 18:59:53.329636,2025-04-12 19:51:53.329636,Filler C,310.13
2757,2025-04-12 18:59:53.103761,2025-04-12 19:29:53.103761,Filler C,675.24
2758,2025-04-12 18:59:53.802592,2025-04-12 21:48:53.802592,Filler C,686.94
2759,2025-04-12 18:59:53.192634,2025-04-12 21:36:53.192634,Filler A,369.03
2760,2025-04-12 18:59:53.493628,2025-04-12 21:01:53.493628,Filler B,316.23
2761,2025-04-12 18:59:53.718705,2025-04-12 21:06:53.718705,Filler B,649.18
2762,2025-04-12 18:59:53.897855,2025-04-12 20:17:53.897855,Filler B,798.87
2763,2025-04-12 18:59:53.267764,2025-04-12 21:41:53.267764,Filler B,564.45
2764,2025-04-12 18:59:53.121284,2025-04-12 20:33:53.121284,Filler B,564.53
2765,2025-04-12 18:59:53.706885,2025-04-12 20:42:53.706885,Filler C,335.06
2766,2025-04-12 18:59:53.741512,2025-04-12 20:58:53.741512,Filler A,444.85
2767,2025-04-12 18:59:53.976741,2025-04-12 21:52:53.976741,Filler A,748.84
2768,2025-04-12 18:59:53.971795,2025-04-12 21:59:53.971795,Filler B,342.56
2769,2025-04-12 18:59:53.335228,2025-04-12 20:29:53.335228,Filler B,698.02
2770,2025-04-12 18:59:53.179080,2025-04-12 19:58:53.179080,Filler A,773.05
2771,2025-04-12 18:59:53.255716,2025-04-12 20:28:53.255716,Filler B,539.88
2772,2025-04-12 18:59:53.593258,2025-04-12 19:51:53.593258,Filler A,302.57
2773,2025-04-12 18:59:53.898356,2025-04-12 21:30:53.898356,Filler B,575.52
2774,2025-04-12 18:59:53.937495,2025-04-12 19:39:53.937495,Filler B,393.22
2775,2025-04-12 18:59:53.947160,2025-04-12 20:34:53.947160,Filler C,556.13
2776,2025-04-12 18:59:53.914927,2025-04-12 21:30:53.914927,Filler C,711.13
2777,2025-04-12 18:59:53.824034,2025-04-12 21:43:53.824034,Filler B,738.11
2778,2025-04-12 18:59:53.770681,2025-04-12 21:52:53.770681,Filler C,445.63
2779,2025-04-12 18:59:53.316300,2025-04-12 19:48:53.316300,Filler C,462.06
2780,2025-04-12 18:59:53.591815,2025-04-12 19:32:53.591815,Filler C,511.88
2781,2025-04-12 18:59:53.639856,2025-04-12 20:24:53.639856,Filler B,700.55
2782,2025-04-12 18:59:53.959372,2025-04-12 20:25:53.959372,Filler A,300.25
2783,2025-04-12 18:59:53.742879,2025-04-12 21:11:53.742879,Filler B,335.42
2784,2025-04-12 18:59:53.419101,2025-04-12 19:41:53.419101,Filler B,799.26
2785,2025-04-12 18:59:53.650155,2025-04-12 21:02:53.650155,Filler B,400.74
2786,2025-04-12 18:59:53.749312,2025-04-12 20:38:53.749312,Filler C,467.03
2787,2025-04-12 18:59:53.920715,2025-04-12 21:52:53.920715,Filler C,491.81
2788,2025-04-12 18:59:53.280240,2025-04-12 20:40:53.280240,Filler A,492.58
2789,2025-04-12 18:59:53.774819,2025-04-12 20:31:53.774819,Filler B,564.5
2790,2025-04-12 18:59:53.345128,2025-04-12 20:03:53.345128,Filler A,357.62
2791,2025-04-12 18:59:53.406007,2025-04-12 21:59:53.406007,Filler A,737.18
2792,2025-04-12 18:59:53.429524,2025-04-12 20:05:53.429524,Filler B,554.09
2793,2025-04-12 18:59:53.079962,2025-04-12 21:04:53.079962,Filler B,531.9
2794,2025-04-12 18:59:53.545882,2025-04-12 20:35:53.545882,Filler A,603.7
2795,2025-04-12 18:59:53.403520,2025-04-12 19:31:53.403520,Filler C,760.67
2796,2025-04-12 18:59:53.139786,2025-04-12 20:59:53.139786,Filler C,488.89
2797,2025-04-12 18:59:53.232944,2025-04-12 21:54:53.232944,Filler A,718.07
2798,2025-04-12 18:59:53.110865,2025-04-12 21:38:53.110865,Filler C,477.84
2799,2025-04-12 18:59:53.375859,2025-04-12 19:30:53.375859,Filler A,359.13
2800,2025-04-12 18:59:53.059855,2025-04-12 20:19:53.059855,Filler C,468.21
2801,2025-04-12 18:59:53.692658,2025-04-12 20:46:53.692658,Filler A,537.15
2802,2025-04-12 18:59:53.803472,2025-04-12 19:40:53.803472,Filler C,714.54
2803,2025-04-12 18:59:53.937104,2025-04-12 20:25:53.937104,Filler A,573.17
2804,2025-04-12 18:59:53.269488,2025-04-12 19:51:53.269488,Filler C,647.52
2805,2025-04-12 18:59:53.167055,2025-04-12 21:52:53.167055,Filler C,725.34
2806,2025-04-12 18:59:53.094818,2025-04-12 21:13:53.094818,Filler C,691.12
2807,2025-04-12 18:59:53.712481,2025-04-12 20:41:53.712481,Filler A,316.7
2808,2025-04-12 18:59:53.084994,2025-04-12 21:30:53.084994,Filler A,502.89
2809,2025-04-12 18:59:53.732008,2025-04-12 20:49:53.732008,Filler C,383.65
2810,2025-04-12 18:59:53.199455,2025-04-12 20:09:53.199455,Filler C,526.63
2811,2025-04-12 18:59:53.463848,2025-04-12 21:23:53.463848,Filler A,582.77
2812,2025-04-12 18:59:53.134229,2025-04-12 20:55:53.134229,Filler C,417.1
2813,2025-04-12 18:59:53.507261,2025-04-12 20:24:53.507261,Filler A,542.33
2814,2025-04-12 18:59:53.910719,2025-04-12 20:49:53.910719,Filler B,344.37
2815,2025-04-12 18:59:53.315122,2025-04-12 20:39:53.315122,Filler C,776.9
2816,2025-04-12 18:59:53.306931,2025-04-12 20:42:53.306931,Filler A,588.52
2817,2025-04-12 18:59:53.740527,2025-04-12 20:03:53.740527,Filler A,594.13
2818,2025-04-12 18:59:53.931824,2025-04-12 20:19:53.931824,Filler A,632.94
2819,2025-04-12 18:59:53.736300,2025-04-12 20:22:53.736300,Filler B,353.67
2820,2025-04-12 18:59:53.861054,2025-04-12 19:46:53.861054,Filler A,567.1
2821,2025-04-12 18:59:53.833867,2025-04-12 21:25:53.833867,Filler A,355.55
2822,2025-04-12 18:59:53.616426,2025-04-12 19:53:53.616426,Filler C,576.21
2823,2025-04-12 18:59:53.783216,2025-04-12 21:44:53.783216,Filler B,636.93
2824,2025-04-12 18:59:53.838043,2025-04-12 21:33:53.838043,Filler A,330.79
2825,2025-04-12 18:59:53.028391,2025-04-12 20:54:53.028391,Filler B,581.86
2826,2025-04-12 18:59:53.934674,2025-04-12 20:23:53.934674,Filler A,625.18
2827,2025-04-12 18:59:53.875832,2025-04-12 20:12:53.875832,Filler A,743.73
2828,2025-04-12 18:59:53.340573,2025-04-12 21:03:53.340573,Filler B,427.24
2829,2025-04-12 18:59:53.649472,2025-04-12 20:52:53.649472,Filler C,505.82
2830,2025-04-12 18:59:53.404156,2025-04-12 19:45:53.404156,Filler C,666.69
2831,2025-04-12 18:59:53.550143,2025-04-12 20:16:53.550143,Filler B,411.29
2832,2025-04-12 18:59:53.614627,2025-04-12 19:41:53.614627,Filler B,410.27
2833,2025-04-12 18:59:53.432140,2025-04-12 21:28:53.432140,Filler A,539.08
2834,2025-04-12 18:59:53.770263,2025-04-12 20:08:53.770263,Filler B,663.24
2835,2025-04-12 18:59:53.215591,2025-04-12 20:44:53.215591,Filler C,720.78
2836,2025-04-12 18:59:53.259150,2025-04-12 21:15:53.259150,Filler B,640.92
2837,2025-04-12 18:59:53.776439,2025-04-12 20:28:53.776439,Filler C,671.81
2838,2025-04-12 18:59:53.976730,2025-04-12 20:49:53.976730,Filler C,669.19
2839,2025-04-12 18:59:53.929536,2025-04-12 20:50:53.929536,Filler C,531.29
2840,2025-04-12 18:59:53.066545,2025-04-12 20:38:53.066545,Filler C,791.6
2841,2025-04-12 18:59:53.542465,2025-04-12 20:14:53.542465,Filler A,431.8
2842,2025-04-12 18:59:53.627404,2025-04-12 19:40:53.627404,Filler A,733.68
2843,2025-04-12 18:59:53.569667,2025-04-12 20:06:53.569667,Filler B,626.3
2844,2025-04-12 18:59:53.486961,2025-04-12 21:15:53.486961,Filler A,354.02
2845,2025-04-12 18:59:53.302623,2025-04-12 20:49:53.302623,Filler B,622.94
2846,2025-04-12 18:59:53.099549,2025-04-12 20:42:53.099549,Filler C,677.35
2847,2025-04-12 18:59:53.787491,2025-04-12 20:36:53.787491,Filler A,456.27
2848,2025-04-12 18:59:53.457623,2025-04-12 20:04:53.457623,Filler B,771.33
2849,2025-04-12 18:59:53.735766,2025-04-12 21:57:53.735766,Filler B,388.49
2850,2025-04-12 18:59:53.990794,2025-04-12 19:55:53.990794,Filler C,393.35
2851,2025-04-12 18:59:53.827494,2025-04-12 19:58:53.827494,Filler A,534.24
2852,2025-04-12 18:59:53.323305,2025-04-12 20:20:53.323305,Filler C,424.28
2853,2025-04-12 18:59:53.814916,2025-04-12 20:53:53.814916,Filler C,468.68
2854,2025-04-12 18:59:53.528433,2025-04-12 21:42:53.528433,Filler C,778.36
2855,2025-04-12 18:59:53.655101,2025-04-12 21:46:53.655101,Filler A,353.7
2856,2025-04-12 18:59:53.480469,2025-04-12 20:59:53.480469,Filler C,301.53
2857,2025-04-12 18:59:53.951670,2025-04-12 20:37:53.951670,Filler A,535.93
2858,2025-04-12 18:59:53.564798,2025-04-12 20:01:53.564798,Filler C,507.64
2859,2025-04-12 18:59:53.020819,2025-04-12 20:01:53.020819,Filler A,408.52
2860,2025-04-12 18:59:53.337048,2025-04-12 19:55:53.337048,Filler A,687.83
2861,2025-04-12 18:59:53.779678,2025-04-12 19:34:53.779678,Filler C,694.83
2862,2025-04-12 18:59:53.972625,2025-04-12 19:38:53.972625,Filler C,598.9
2863,2025-04-12 18:59:53.291252,2025-04-12 19:32:53.291252,Filler A,334.41
2864,2025-04-12 18:59:53.059421,2025-04-12 20:51:53.059421,Filler A,321.7
2865,2025-04-12 18:59:53.729450,2025-04-12 21:39:53.729450,Filler C,782.74
